Event ID 	 Event type 	 Covered text 	 combinedName 	 Paper ID 	 sentence 	 CL 	 Uncertainty
E3	Positive_regulation	upregulating	positive_PromoterBinding__HIF1A______BIRC5_E3	/tmp/positive_PromoterBinding__HIF1A______BIRC5.txt	Recently, it has been reported that HIF-1 contributes to tumor radioresistance by upregulating survivin expression under hypoxic conditions.	false	Certain
E4	Regulation	activity	positive_PromoterBinding__FOXO1______CDKN1B_E4	/tmp/positive_PromoterBinding__FOXO1______CDKN1B.txt	positive PromoterBinding: FOXO1 --+> CDKN1B :  Addition of IGF-I reversed the induction of p27Kip1 promoter activity by wild type FoxO1.	false	Certain
E1	Binding	binding	positive_PromoterBinding__FOXO1______CDKN1B_E1	/tmp/positive_PromoterBinding__FOXO1______CDKN1B.txt	PARP-1 is recruited to the p27Kip1 gene promoter through binding to FOXO1, where it poly(ADP-ribosyl)ates the FOXO1 protein.	false	Certain
E2	Transcription	transcription	positive_PromoterBinding__FOXO1______CDKN1B_E2	/tmp/positive_PromoterBinding__FOXO1______CDKN1B.txt	Consistent with the important role of FOXO1 in p27 kip1 transcription, stimulated Vav1(-/-) T cells failed to down-regulate the expression of p27 kip1, explaining their G0-G1 arrest.	false	Certain
E3	Regulation	reduced	positive_PromoterBinding__FOXO1______CDKN1B_E3	/tmp/positive_PromoterBinding__FOXO1______CDKN1B.txt	Real-time quantitative PCR analysis showed that enrichment of FLAG-PARP-1 at the p27 Kip1 gene promoter was substantially reduced in FOXO1 knockdown cells ( B), suggesting that PARP-1 is recruited to the p27 Kip1 gene promoter through a binding to FOXO1.	false	Certain
E1	Negative_regulation	inhibited	negative_ProtModification__AKT1______GSK3B_E1	/tmp/negative_ProtModification__AKT1______GSK3B.txt	negative ProtModification: AKT1 ---| GSK3B :  GSK-3beta is phosphorylated and inhibited by Akt as part of the PI3K pathway.	false	Certain
E2	Phosphorylation	phosphorylates	negative_ProtModification__AKT1______GSK3B_E2	/tmp/negative_ProtModification__AKT1______GSK3B.txt	AKT phosphorylates glycogen synthase kinase-3β (GSK3B), and thereby inactivates it in axons.	false	Certain
E3	Phosphorylation	phosphorylate	negative_ProtModification__AKT1______GSK3B_E3	/tmp/negative_ProtModification__AKT1______GSK3B.txt	Both ILK and Akt can phosphorylate glycogen synthetase kinase-3beta (GSK3beta), rendering it inactive.	false	Certain
E1	Positive_regulation	stimulates	Expression__Doxorubicin______BCL2_E1	/tmp/Expression__Doxorubicin______BCL2.txt	Expression: Doxorubicin ---> BCL2 :  Thus, doxorubicin stimulates BCL-2 expression in individual 8226 cells rather than simply allowing a selected survival of high BCL-2-expressing cells in culture.	false	Certain
E2	Gene_expression	expression	Expression__Doxorubicin______BCL2_E2	/tmp/Expression__Doxorubicin______BCL2.txt	Expression: Doxorubicin ---> BCL2 :  Thus, doxorubicin stimulates BCL-2 expression in individual 8226 cells rather than simply allowing a selected survival of high BCL-2-expressing cells in culture.	false	Certain
E3	Positive_regulation	resulted	Expression__Doxorubicin______BCL2_E3	/tmp/Expression__Doxorubicin______BCL2.txt	The exposure of MCF-7 cells to conventional form of doxorubicin resulted in the decrease of p53 expression and the increase of Bcl-2 expression.	false	Certain
E4	Gene_expression	expression	Expression__Doxorubicin______BCL2_E4	/tmp/Expression__Doxorubicin______BCL2.txt	The exposure of MCF-7 cells to conventional form of doxorubicin resulted in the decrease of p53 expression and the increase of Bcl-2 expression.	false	Certain
E5	Gene_expression	expression	Expression__Doxorubicin______BCL2_E5	/tmp/Expression__Doxorubicin______BCL2.txt	Additionally, WISP1 reverses doxorubicin-induced suppression of Bcl-2 and Bcl-xL expression and Akt inhibition.	false	Certain
E6	Gene_expression	expression	Expression__Doxorubicin______BCL2_E6	/tmp/Expression__Doxorubicin______BCL2.txt	Here, we report the ability of a novel family of nonnuclear targeted anthracyclines to induce rapid apoptosis in cells despite Bcl-2 or Bcl-X(L) expression.	false	Certain
E8	Positive_regulation	induced	Expression__Doxorubicin______BCL2_E8	/tmp/Expression__Doxorubicin______BCL2.txt	Doxorubicin treatment induced Bax expression and down-regulated Bcl-2 expression.	false	Certain
E9	Gene_expression	expression	Expression__Doxorubicin______BCL2_E9	/tmp/Expression__Doxorubicin______BCL2.txt	Doxorubicin treatment induced Bax expression and down-regulated Bcl-2 expression.	false	Certain
E10	Negative_regulation	downregulated	Expression__Doxorubicin______BCL2_E10	/tmp/Expression__Doxorubicin______BCL2.txt	In addition, Doxorubicin treatment also upregulated Bax and downregulated Bcl-2 levels in the cells.	false	Certain
E12	Gene_expression	levels	Expression__Doxorubicin______BCL2_E12	/tmp/Expression__Doxorubicin______BCL2.txt	In addition, Doxorubicin treatment also upregulated Bax and downregulated Bcl-2 levels in the cells.	false	Certain
E1	Phosphorylation	phosphorylate	positive_ProtModification__RPS6KB1______RPS6_E1	/tmp/positive_ProtModification__RPS6KB1______RPS6.txt	positive ProtModification: RPS6KB1 --+> RPS6 :  RSK1, RSK2, and S6K1 selectively phosphorylate rpS6 at different residues.	false	Certain
E1	Transcription	transcription	positive_PromoterBinding__LEF1______MYC_E1	/tmp/positive_PromoterBinding__LEF1______MYC.txt	As we expected, TGF-ß-signaling could not repress c- myc transcription induced by ß-catenin and LEF-1 (Fig. 4 A ) .	false	Certain
E2	Positive_regulation	induced	positive_PromoterBinding__LEF1______MYC_E2	/tmp/positive_PromoterBinding__LEF1______MYC.txt	As we expected, TGF-ß-signaling could not repress c- myc transcription induced by ß-catenin and LEF-1 (Fig. 4 A ) .	false	Certain
E3	Gene_expression	production	positive_PromoterBinding__LEF1______MYC_E3	/tmp/positive_PromoterBinding__LEF1______MYC.txt	Thus, it is predicted that a complex with Smad7, β-catenin, and Lef1 forms in response to TGF-β signaling, and the resulting complex may be responsible for driving c-Myc and Lef1 production.	false	Certain
E5	Positive_regulation	activate	positive_PromoterBinding__LEF1______MYC_E5	/tmp/positive_PromoterBinding__LEF1______MYC.txt	We conclude that Smad4 and LEF1 activate the c- myc promoter.	false	Certain
E7	Activation	activate	positive_PromoterBinding__LEF1______MYC_E7	/tmp/positive_PromoterBinding__LEF1______MYC.txt	We conclude that Smad4 and LEF1 activate the c- myc promoter.	false	Certain
E9	Gene_expression	expression	positive_PromoterBinding__LEF1______MYC_E9	/tmp/positive_PromoterBinding__LEF1______MYC.txt	In LEF-1 nullizygous mice, B-lymphocytes have increased apoptosis, perhaps as a result of increased Fas and c-Myc expression ( 22 ).	false	Certain
E1	Activation	activation	positive_Expression__AKT1______NF_kB_E1	/tmp/positive_Expression__AKT1______NF_kB.txt	positive Expression: AKT1 --+> NF-kB :  AKT(constitutively active) was sufficient to induce NFkappaB activation and COX-2 expression.	false	Certain
E2	Positive_regulation	activation	positive_Expression__AKT1______NF_kB_E2	/tmp/positive_Expression__AKT1______NF_kB.txt	positive Expression: AKT1 --+> NF-kB :  AKT(constitutively active) was sufficient to induce NFkappaB activation and COX-2 expression.	false	Certain
E3	Negative_regulation	attenuated	positive_Expression__AKT1______NF_kB_E3	/tmp/positive_Expression__AKT1______NF_kB.txt	Inhibition of PI 3-kinase and Akt attenuated Rhinovirus39-induced NF-kappaB transactivation and IL-8 expression.	false	Certain
E4	Positive_regulation	transactivation	positive_Expression__AKT1______NF_kB_E4	/tmp/positive_Expression__AKT1______NF_kB.txt	Inhibition of PI 3-kinase and Akt attenuated Rhinovirus39-induced NF-kappaB transactivation and IL-8 expression.	false	Certain
E5	Regulation	transactivation	positive_Expression__AKT1______NF_kB_E5	/tmp/positive_Expression__AKT1______NF_kB.txt	Overexpression of constitutively active AKT resulted in increased NF-kappaB and HIF-1 transactivation.	false	Certain
E1	Negative_regulation	inhibit	negative_Expression__MYC______CDKN1B_E1	/tmp/negative_Expression__MYC______CDKN1B.txt	negative Expression: MYC ---| CDKN1B :  Conversely, c- myc may inhibit p27 Kip1 expression through transcriptional repression .	false	Uncertain
E2	Gene_expression	expression	negative_Expression__MYC______CDKN1B_E2	/tmp/negative_Expression__MYC______CDKN1B.txt	negative Expression: MYC ---| CDKN1B :  Conversely, c- myc may inhibit p27 Kip1 expression through transcriptional repression .	false	Certain
E3	Transcription	transcription	negative_Expression__MYC______CDKN1B_E3	/tmp/negative_Expression__MYC______CDKN1B.txt	Cells lacking c-myc have a decreased growth rate due to increased p27KIP1 and an associated decrease in cyclin/cyclin dependent kinase activity , whereas expression of c-myc results in repression of p27KIP1 transcription .	false	Certain
E4	Positive_regulation	upregulates	negative_Expression__MYC______CDKN1B_E4	/tmp/negative_Expression__MYC______CDKN1B.txt	It has been demonstrated that c-Myc upregulates p27Kip1 production in cutaneous melanoma cells (D'Agnano et al., 2001).	false	Certain
E6	Gene_expression	production	negative_Expression__MYC______CDKN1B_E6	/tmp/negative_Expression__MYC______CDKN1B.txt	It has been demonstrated that c-Myc upregulates p27Kip1 production in cutaneous melanoma cells (D'Agnano et al., 2001).	false	Certain
E28	Regulation	repression	negative_Expression__MYC______CDKN1B_E28	/tmp/negative_Expression__MYC______CDKN1B.txt	Androgen treatment down-regulates c-Myc mRNA and protein expression in hours in 104-R1 and 104-R2 cells (Figure 4), and enforced retroviral overexpression of Skp2 or c-Myc blocks androgenic repression of 104-R1 growth .	false	Certain
E7	Regulation	effect	negative_Expression__MYC______CDKN1B_E7	/tmp/negative_Expression__MYC______CDKN1B.txt	c-Myc may have an indirect effect on p27Kip1 expression through the induction of Cks1, a component of the SCFSkp2 complex responsible for p27 Kip1 degradation .	false	Uncertain
E9	Gene_expression	expression	negative_Expression__MYC______CDKN1B_E9	/tmp/negative_Expression__MYC______CDKN1B.txt	c-Myc may have an indirect effect on p27Kip1 expression through the induction of Cks1, a component of the SCFSkp2 complex responsible for p27 Kip1 degradation .	false	Certain
E14	Negative_regulation	represses	negative_Expression__MYC______CDKN1B_E14	/tmp/negative_Expression__MYC______CDKN1B.txt	How c-MYC represses p27 Kip1 expression is not fully understood but likely involves Miz-1 .	false	Uncertain
E16	Gene_expression	expression	negative_Expression__MYC______CDKN1B_E16	/tmp/negative_Expression__MYC______CDKN1B.txt	How c-MYC represses p27 Kip1 expression is not fully understood but likely involves Miz-1 .	false	Certain
E5	Regulation	inhibited	negative_Expression__MYC______CDKN1B_E5	/tmp/negative_Expression__MYC______CDKN1B.txt	On the other hand, histone deacetylase inhibitor may indirectly block the pathway of AKT or ERK and affect the expression of c-Myc and FoxO factors which inhibited p27Kip1 mRNA expression (28).	false	Certain
E18	Gene_expression	expression	negative_Expression__MYC______CDKN1B_E18	/tmp/negative_Expression__MYC______CDKN1B.txt	It’s known, however, that Prox1 regulates p27Kip1 in the lens [15], so it is possible that regulation of p27Kip1 expression by c-myc may be indirectly mediated by Prox1.	false	Certain
E19	Negative_regulation	repressed	negative_Expression__MYC______CDKN1B_E19	/tmp/negative_Expression__MYC______CDKN1B.txt	It has previously been shown that expression of p27KIP1 is repressed by c-Myc and that overexpression of c-Myc can abrogate induction of p27KIP1 in WEHI 231 cells (12, 76).	false	Certain
E20	Negative_regulation	abrogate	negative_Expression__MYC______CDKN1B_E20	/tmp/negative_Expression__MYC______CDKN1B.txt	It has previously been shown that expression of p27KIP1 is repressed by c-Myc and that overexpression of c-Myc can abrogate induction of p27KIP1 in WEHI 231 cells (12, 76).	false	Certain
E21	Positive_regulation	leads	negative_Expression__MYC______CDKN1B_E21	/tmp/negative_Expression__MYC______CDKN1B.txt	Previous studies by others have shown that c-Myc overexpression can block p27Kip1-induced cell cycle arrest (58), and c-Myc activation or overexpression leads to the loss of p27Kip1 protein in Rat1 fibroblasts (59) and in rat embryo fibroblasts when co-expressed with activated H-ras (60).	false	Certain
E24	Negative_regulation	interferes	negative_Expression__MYC______CDKN1B_E24	/tmp/negative_Expression__MYC______CDKN1B.txt	The latter might explain the upregulation of p27kip1 in terminally differentiated neutrophils, as MYC interferes with both p27kip1 expression and stability [ ].	false	Certain
E25	Gene_expression	expression	negative_Expression__MYC______CDKN1B_E25	/tmp/negative_Expression__MYC______CDKN1B.txt	The latter might explain the upregulation of p27kip1 in terminally differentiated neutrophils, as MYC interferes with both p27kip1 expression and stability [ ].	false	Certain
E27	Negative_regulation	inhibit	negative_Expression__MYC______CDKN1B_E27	/tmp/negative_Expression__MYC______CDKN1B.txt	Alternatively, the aryl hydrocarbon receptor may affect p27KIP1 expression indirectly by modulating other transcription factors, such as HES-1 or c-myc, which are known to inhibit p27KIP1 expression.45,46  For example, c-Myc can stimulate cyclin D2 and cyclin-dependent kinase 4 expression as repressed p27KIP1 expression for promoting cell cycle progression .	false	Certain
E22	Gene_expression	expression	negative_Expression__MYC______CDKN1B_E22	/tmp/negative_Expression__MYC______CDKN1B.txt	Alternatively, the aryl hydrocarbon receptor may affect p27KIP1 expression indirectly by modulating other transcription factors, such as HES-1 or c-myc, which are known to inhibit p27KIP1 expression.45,46  For example, c-Myc can stimulate cyclin D2 and cyclin-dependent kinase 4 expression as repressed p27KIP1 expression for promoting cell cycle progression .	false	Certain
E1	Activation	activates	positive_DirectRegulation__PIP3______PDPK1_E1	/tmp/positive_DirectRegulation__PIP3______PDPK1.txt	positive DirectRegulation: PIP3 --+> PDPK1 :  PIP3 activates PDK1 and mTORC2, which starts a phosphorylation cascade that activates AKT, which then phosphorylates the tuberous sclerosis proteins, which inhibit RHEB, a small GTPase that is a tonic inhibitor of mTORC1.	false	Certain
E2	Positive_regulation	activates	positive_DirectRegulation__PIP3______PDPK1_E2	/tmp/positive_DirectRegulation__PIP3______PDPK1.txt	positive DirectRegulation: PIP3 --+> PDPK1 :  PIP3 activates PDK1 and mTORC2, which starts a phosphorylation cascade that activates AKT, which then phosphorylates the tuberous sclerosis proteins, which inhibit RHEB, a small GTPase that is a tonic inhibitor of mTORC1.	false	Certain
E3	Binding	binding	positive_DirectRegulation__PIP3______PDPK1_E3	/tmp/positive_DirectRegulation__PIP3______PDPK1.txt	Deacetylation by SIRT1 enhanced binding of Akt and PDK1 to PIP(3) and promoted their activation.	false	Certain
E1	Phosphorylation	phosphorylated	positive_ProtModification__JAK1______STAT5A_E1	/tmp/positive_ProtModification__JAK1______STAT5A.txt	positive ProtModification: JAK1 --+> STAT5A :  In addition, JAK1 phosphorylated STAT5A somewhat more efficiently than did JAK3 in vitro, suggesting that the Janus kinases may have different substrate specificities.	false	Certain
E2	Activation	Activation	positive_ProtModification__JAK1______STAT5A_E2	/tmp/positive_ProtModification__JAK1______STAT5A.txt	Activation of the transcription factors STAT5A and STAT5B by JAK1 and JAK3 tyrosine kinases is a key event in downstream signaling of gammac (common gamma chain)-family cytokine receptors in lymphoid cells.	false	Certain
E3	Positive_regulation	Activation	positive_ProtModification__JAK1______STAT5A_E3	/tmp/positive_ProtModification__JAK1______STAT5A.txt	Activation of the transcription factors STAT5A and STAT5B by JAK1 and JAK3 tyrosine kinases is a key event in downstream signaling of gammac (common gamma chain)-family cytokine receptors in lymphoid cells.	false	Certain
E4	Positive_regulation	activate	positive_ProtModification__JAK1______STAT5A_E4	/tmp/positive_ProtModification__JAK1______STAT5A.txt	JAK1 and JAK3 subsequently activate STAT3, as well as STAT1, STAT5a and STAT5b to a lesser extent  .	false	Certain
E5	Activation	activate	positive_ProtModification__JAK1______STAT5A_E5	/tmp/positive_ProtModification__JAK1______STAT5A.txt	JAK1 and JAK3 subsequently activate STAT3, as well as STAT1, STAT5a and STAT5b to a lesser extent  .	false	Certain
E7	Phosphorylation	phosphorylate	positive_ProtModification__JAK1______STAT5A_E7	/tmp/positive_ProtModification__JAK1______STAT5A.txt	Therefore, both JAK1 and JAK3 can phosphorylate STAT5A to varying degrees on the physiologically relevant tyrosine in vitro, and the critical phosphorylation site within STAT5A may be phosphorylated more avidly by JAK1 than by JAK3.	false	Certain
E6	Binding	recruited	positive_ProtModification__JAK1______STAT5A_E6	/tmp/positive_ProtModification__JAK1______STAT5A.txt	Alternatively, STAT5 may be recruited to Jak1 associated with IL-4Ralpha.	false	Uncertain
E8	Positive_regulation	activation	positive_ProtModification__JAK1______STAT5A_E8	/tmp/positive_ProtModification__JAK1______STAT5A.txt	These results demonstrate that STAT5A activation requires intact catalytic function of JAK1 and that the Janus kinase1FY mutant may retain a small degree of catalytic potential.	false	Certain
E1	Binding	binds	positive_PromoterBinding__STAT3______NF_kB_E1	/tmp/positive_PromoterBinding__STAT3______NF_kB.txt	positive PromoterBinding: STAT3 --+> NF-kB :  This is the first study demonstrating that STAT3 binds indirectly to the GADD45G promoter in complexes with nuclear factor kappa-B, which in turn binds directly, suggesting for the first time that STAT3 regulates GADD45G at the transcriptional level as a corepressor with nuclear factor kappa-B of a GADD45 family member.	false	Uncertain
E2	Transcription	transcription	positive_PromoterBinding__STAT3______NF_kB_E2	/tmp/positive_PromoterBinding__STAT3______NF_kB.txt	STAT3 was required for the RhoA-induced NF-kappaB and cyclin D1 transcription and was involved in NF-kappaB nuclear translocation.	false	Certain
E3	Regulation	mediated	positive_PromoterBinding__STAT3______NF_kB_E3	/tmp/positive_PromoterBinding__STAT3______NF_kB.txt	Stat3-mediated maintenance of NF-kappaB activity occurs in both cancer cells and tumor-associated hematopoietic cells.	false	Certain
E2	Negative_regulation	inhibited	negative_Expression__Dexamethasone______NF_kB_E2	/tmp/negative_Expression__Dexamethasone______NF_kB.txt	negative Expression: Dexamethasone ---| NF-kB :  Both glycyrrhizin and dexamethasone inhibited transactivation of nuclear factor -kappaB, without inhibiting translocation of the NF-kappaB p65 subunit to the nucleus.	false	Certain
E3	Regulation	affecting	negative_Expression__Dexamethasone______NF_kB_E3	/tmp/negative_Expression__Dexamethasone______NF_kB.txt	Here, we communicate that dexamethasone at low concentrations (1-100 nM) markedly attenuates E-selectin expression without affecting NF-kappaB.	false	Certain
E4	Regulation	regulating	negative_Expression__Dexamethasone______NF_kB_E4	/tmp/negative_Expression__Dexamethasone______NF_kB.txt	Dexamethasone showed protective effects by regulating the levels of NF-kappaB and relieved the second injury caused by the inflammatory cytokines in rat brain tissue after TBI.	false	Certain
E1	Phosphorylation	phosphorylates	positive_ProtModification__AKT1______MTOR_E1	/tmp/positive_ProtModification__AKT1______MTOR.txt	positive ProtModification: AKT1 --+> MTOR :  In the present work, we have found that PKB directly phosphorylates mTOR and, using phosphospecific antibodies, we have shown this phosphorylation occurs at Ser(2448).	false	Certain
E3	Activation	activation	positive_ProtModification__AKT1______MTOR_E3	/tmp/positive_ProtModification__AKT1______MTOR.txt	The activation of mTOR signaling by oxLDL, requires the upstream activation of PI3K and Akt, as assessed by the inhibitory effect of the PI3K inhibitor Ly294002 on mTOR activation and DNA synthesis.	false	Certain
E4	Positive_regulation	activation	positive_ProtModification__AKT1______MTOR_E4	/tmp/positive_ProtModification__AKT1______MTOR.txt	The activation of mTOR signaling by oxLDL, requires the upstream activation of PI3K and Akt, as assessed by the inhibitory effect of the PI3K inhibitor Ly294002 on mTOR activation and DNA synthesis.	false	Certain
E1	Phosphorylation	phosphorylates	positive_ProtModification__TORC1______RPS6KB1_E1	/tmp/positive_ProtModification__TORC1______RPS6KB1.txt	mTORC1 phosphorylates eIF3-associated S6K1 at Thr389.	false	Certain
E2	Activation	activated	positive_ProtModification__TORC1______RPS6KB1_E2	/tmp/positive_ProtModification__TORC1______RPS6KB1.txt	S6K1 is phosphorylated and activated by mTORC1, whereas factor-4E binding proteins are phosphorylated and inactivated by mTORC1.	false	Certain
E3	Positive_regulation	activated	positive_ProtModification__TORC1______RPS6KB1_E3	/tmp/positive_ProtModification__TORC1______RPS6KB1.txt	S6K1 is phosphorylated and activated by mTORC1, whereas factor-4E binding proteins are phosphorylated and inactivated by mTORC1.	false	Certain
E4	Phosphorylation	phosphorylate	positive_ProtModification__TORC1______RPS6KB1_E4	/tmp/positive_ProtModification__TORC1______RPS6KB1.txt	Moreover, mTOR complex 1 purified from these cells can still phosphorylate S6K1 in vitro.	false	Certain
E5	Phosphorylation	phosphorylation	positive_ProtModification__TORC1______RPS6KB1_E5	/tmp/positive_ProtModification__TORC1______RPS6KB1.txt	The data presented here suggest that phosphorylation of S6K1 and 4EBP1 by mTORC1 decreases largely after suppression of ASCT2 protein levels (Figs. 1 and 2).	false	Certain
E7	Phosphorylation	phosphorylates	positive_ProtModification__TORC1______RPS6KB1_E7	/tmp/positive_ProtModification__TORC1______RPS6KB1.txt	mTORC1 (mammalian TORC1) phosphorylates and activates S6K1 and S6K2, whose first identified substrate was rpS6 (ribosomal protein S6), a component of the 40S ribosome.	false	Certain
E11	Phosphorylation	phosphorylates	positive_ProtModification__TORC1______RPS6KB1_E11	/tmp/positive_ProtModification__TORC1______RPS6KB1.txt	mTOR complex 1 phosphorylates S6K1, while mTORC2 phosphorylates Akt.	false	Certain
E1	Phosphorylation	phosphorylates	positive_ProtModification__AKT1______MDM2_E1	/tmp/positive_ProtModification__AKT1______MDM2.txt	positive ProtModification: AKT1 --+> MDM2 :  Previous studies have shown that Akt phosphorylates and stabilizes MDM2.	false	Certain
E6	Phosphorylation	phosphorylating	positive_ProtModification__AKT1______MDM2_E6	/tmp/positive_ProtModification__AKT1______MDM2.txt	Phosphorylated Akt can indirectly hinder p53-dependent growth suppression and apoptosis by phosphorylating Mdm2.	false	Certain
E2	Activation	activated	positive_ProtModification__AKT1______MDM2_E2	/tmp/positive_ProtModification__AKT1______MDM2.txt	Mdm2 is activated by phospho-Akt, and we previously showed that RSV activates Akt and delays apoptosis in primary human airway epithelial cells.	false	Certain
E3	Positive_regulation	activated	positive_ProtModification__AKT1______MDM2_E3	/tmp/positive_ProtModification__AKT1______MDM2.txt	Mdm2 is activated by phospho-Akt, and we previously showed that RSV activates Akt and delays apoptosis in primary human airway epithelial cells.	false	Certain
E5	Positive_regulation	phosphorylation	positive_ProtModification__AKT1______MDM2_E5	/tmp/positive_ProtModification__AKT1______MDM2.txt	Furthermore, we demonstrate that the E3 ligase activity of Mdm2 and phosphorylation of Mdm2 by Akt are essential for Mdm2 to affect androgen receptor ubiquitylation and degradation.	false	Certain
E4	Regulation	decreased	positive_ProtModification__AKT1______MDM2_E4	/tmp/positive_ProtModification__AKT1______MDM2.txt	Knockdown of Akt decreased Hdm2 phosphorylation, increased p53 level and potentiated TRAIL-induced cell death.	false	Certain
E1	Transcription	transcription	positive_PromoterBinding__STAT5B______BCL2L1_E1	/tmp/positive_PromoterBinding__STAT5B______BCL2L1.txt	positive PromoterBinding: STAT5B --+> BCL2L1 :  This result suggests that hormone-dependent selective recruitment of STAT5B to P4 region could be involved in the hormonal repression of bcl-X transcription.	false	Certain
E2	Regulation	decreased	positive_PromoterBinding__STAT5B______BCL2L1_E2	/tmp/positive_PromoterBinding__STAT5B______BCL2L1.txt	Inhibition of either expression or activity of RELA and STAT5B decreased Bcl-xL expression levels and increased carboplatin sensitivity in carbo-platin-resistant ovarian cancer cells.	false	Certain
E1	Phosphorylation	phosphorylates	negative_ProtModification__AKT1______FOXO1_E1	/tmp/negative_ProtModification__AKT1______FOXO1.txt	negative ProtModification: AKT1 ---| FOXO1 :  Akt phosphorylates pro-apoptotic proteins such as Bad and FoxO1 and inhibits the pro-apoptotic functions of these proteins.	false	Certain
E2	Phosphorylation	phosphorylation	negative_ProtModification__AKT1______FOXO1_E2	/tmp/negative_ProtModification__AKT1______FOXO1.txt	PROF is a mediator that facilitates FOXO1 phosphorylation by phospho-Akt.	false	Certain
E5	Phosphorylation	phosphorylation	negative_ProtModification__AKT1______FOXO1_E5	/tmp/negative_ProtModification__AKT1______FOXO1.txt	Thus, ProF modulates Foxo1 phosphorylation by Akt, promoting adipocyte differentiation.	false	Certain
E6	Phosphorylation	phosphorylate	negative_ProtModification__AKT1______FOXO1_E6	/tmp/negative_ProtModification__AKT1______FOXO1.txt	Akt can phosphorylate FKHR in vitro on three phosphoacceptor sites, at least a subset of which can also be phosphorylated by Akt in vivo.	false	Certain
E7	Phosphorylation	phosphorylated	negative_ProtModification__AKT1______FOXO1_E7	/tmp/negative_ProtModification__AKT1______FOXO1.txt	Akt can phosphorylate FKHR in vitro on three phosphoacceptor sites, at least a subset of which can also be phosphorylated by Akt in vivo.	false	Certain
E8	Phosphorylation	phosphorylates	negative_ProtModification__AKT1______FOXO1_E8	/tmp/negative_ProtModification__AKT1______FOXO1.txt	AKT phosphorylates and inactivates FOXO1 by relocating it to the cytoplasm.	false	Certain
E9	Inactivation	inactivates	negative_ProtModification__AKT1______FOXO1_E9	/tmp/negative_ProtModification__AKT1______FOXO1.txt	AKT phosphorylates and inactivates FOXO1 by relocating it to the cytoplasm.	false	Certain
E1	Gene_expression	expression	Expression__methotrexate______BCL2_E1	/tmp/Expression__methotrexate______BCL2.txt	Expression: methotrexate ---> BCL2 :  Methotrexate in lower concentrations induces apoptosis of human choriocarcinoma cells via mitochondrial-initiated pathways, including reduction of mitochondrial membrane potential, activation of caspase-9, and up-regulation of Bax/Bcl-2 expression.	false	Certain
E2	Gene_expression	expression	Expression__methotrexate______BCL2_E2	/tmp/Expression__methotrexate______BCL2.txt	A significant decrease in enterocyte apoptosis in the ileum of methotrexate-glutamine rats (vs. methotrexate) was accompanied by decreased Bax and increased Bcl-2 mRNA expression.	false	Certain
E3	Gene_expression	expression	Expression__methotrexate______BCL2_E3	/tmp/Expression__methotrexate______BCL2.txt	Topotecan and methotrexate alter expression of the apoptosis-related genes BCL2, FAS and BCL2L12 in leukemic HL-60 cells.	false	Certain
E1	Positive_regulation	requires	positive_DirectRegulation__Ras______RAF1_E1	/tmp/positive_DirectRegulation__Ras______RAF1.txt	positive DirectRegulation: Ras --+> RAF1 :  Full activation of Raf-1 requires the interaction of its CRD with Ras.	false	Certain
E3	Activation	activation	positive_DirectRegulation__Ras______RAF1_E3	/tmp/positive_DirectRegulation__Ras______RAF1.txt	A dominant negative mutant of Rac or RhoA can block Raf activation by Ras.	false	Certain
E4	Positive_regulation	activation	positive_DirectRegulation__Ras______RAF1_E4	/tmp/positive_DirectRegulation__Ras______RAF1.txt	A dominant negative mutant of Rac or RhoA can block Raf activation by Ras.	false	Certain
E5	Binding	interact	positive_DirectRegulation__Ras______RAF1_E5	/tmp/positive_DirectRegulation__Ras______RAF1.txt	In addition to this domain, the cysteine-rich domain (CRD) of Raf-1 was recently found to interact with Ras ( 5 , 6 ).	false	Certain
E6	Activation	activated	positive_DirectRegulation__Ras______RAF1_E6	/tmp/positive_DirectRegulation__Ras______RAF1.txt	Raf-1 is activated by Ras, which in turn is activated by the GTP-GDP exchange factor SOS ( 4 , 48 ).	false	Certain
E7	Positive_regulation	activated	positive_DirectRegulation__Ras______RAF1_E7	/tmp/positive_DirectRegulation__Ras______RAF1.txt	Raf-1 is activated by Ras, which in turn is activated by the GTP-GDP exchange factor SOS ( 4 , 48 ).	false	Certain
E8	Binding	associate	positive_DirectRegulation__Ras______RAF1_E8	/tmp/positive_DirectRegulation__Ras______RAF1.txt	Recent studies have revealed that Ras can associate physically with Raf.	false	Certain
E9	Positive_regulation	promote	positive_DirectRegulation__Ras______RAF1_E9	/tmp/positive_DirectRegulation__Ras______RAF1.txt	It has been suspected that dimeric Ras may promote dimerization and activation of Raf.	false	Uncertain
E11	Regulation	target	positive_DirectRegulation__Ras______RAF1_E11	/tmp/positive_DirectRegulation__Ras______RAF1.txt	The ras protein may still be required to target Raf to the membrane, however, to allow phosphorylation by PKC ( 54 ).	false	Certain
E12	Positive_regulation	stimulates	positive_DirectRegulation__Ras______RAF1_E12	/tmp/positive_DirectRegulation__Ras______RAF1.txt	Activation of Ras stimulates Raf, which then activates MEK , followed by the activation of ERK .	false	Certain
E15	Binding	Binding	positive_DirectRegulation__Ras______RAF1_E15	/tmp/positive_DirectRegulation__Ras______RAF1.txt	Binding of Ras to c-Raf-1 is a pivotal step of many mitogenic signalling pathways.	false	Certain
